Country/Region,0
Kosovo,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      8.75   10.5
 -15.125 -20.      4.375  10.125   4.375  -1.125  -5.     -0.125   3.25
   0.5     1.25    3.25   -3.625  -1.375   9.5    -3.625 -16.375  10.375
  20.5   -14.625 -14.875   6.125  -3.25   -5.75    3.625   5.75    2.625
   0.      0.      0.   ]"
Kuwait,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.125   1.375   2.875   1.25   -3.75   -6.375
  -1.625   4.875   3.75   -2.5    -2.5     1.625   1.25    0.125  -0.25
  -0.375   0.75    0.25   -0.875   1.875   3.625  -3.25   -5.625   0.875
   1.625   0.375   1.875   0.625  -2.     -4.375  -2.125   5.625   6.125
  -1.375  -2.75    0.75    0.5     1.125   1.125   4.375   7.75   -4.
  -3.375   4.625  -5.75  -10.     -7.75   10.125  19.    -19.375 -29.125
   1.75   21.5    28.875   1.75  -17.75   -8.    -20.375   4.25   41.25
  -0.25  -32.    -24.25 ]"
Kyrgyzstan,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.375
   0.375  -0.375   0.625   0.625  -2.125   1.875   4.375  -5.75   -5.
   4.75    3.25    0.875  -2.25   -4.375  -0.875   1.75    3.625   0.125
   0.75    5.125  -1.625  -5.5    -4.75    0.375   8.      1.125  -7.375
  -5.75    0.5     2.875   0.625   7.125   0.375 -17.125   1.75   12.25
  -6.625  -3.875   5.75 ]"
Lao People's Democratic Republic,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.25
  0.375  0.    -0.375 -0.5   -0.125  0.     0.     0.5    0.125 -0.5
 -0.125  0.375  0.375  0.125 -0.125 -0.375 -0.375  0.125  0.5   -0.125
 -0.75  -0.125  0.5    0.25   0.125  0.125 -0.125 -0.125 -0.25  -0.25
  0.5    0.75   0.5  ]"
Latvia,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.125   0.125  -0.25   -0.25    0.125   0.125   0.125   0.625
   0.375  -0.875  -0.875   0.75    2.125   0.25   -2.75    0.      4.625
   1.5    -3.25   -2.125  -1.875   2.125   5.25   -4.125  -5.125   4.125
   3.125  -1.25   -0.5    -3.     -1.375  -0.625  -2.875   8.875   2.25
 -14.     -4.375   9.75   10.25   -2.     -5.      0.375  -2.375  -4.25
  -2.75    0.25    3.625   7.25   10.5    -1.    -18.25   -9.625  16.125
  14.875  -5.5   -12.75 ]"
Lebanon,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.125  0.125 -0.25
 -0.25   0.125  0.25   0.125 -0.25   0.     1.125  0.75  -1.625 -2.125
  0.5    2.5    0.625 -1.125  0.    -0.375  1.5    1.5   -3.25   0.5
  3.375 -3.625 -5.25   2.375  6.5    0.375 -4.     5.75   6.375 -8.
 -8.75  -3.25   2.625  4.875 -0.5   -1.375 -1.5    0.625  0.875  0.125
  2.25  -0.25  -1.25   0.375  3.     2.375 -4.375 -2.5    1.75  -1.625
 -0.75   3.25   1.625 -2.625 -3.25  -1.125  3.125  3.625 -1.5   -3.625
 -3.625 -2.5   -1.   ]"
Liberia,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.125  0.125 -0.125 -0.125 -0.125  0.     0.25  -0.125 -0.25
  0.125  0.125  0.     0.     0.     0.     0.     0.375  0.375 -0.625
 -0.75   0.125  0.625  0.25   1.5    1.75  -3.125 -1.875  2.375 -0.875
 -1.75  -0.25  -0.125  2.75   2.5   -1.5   -0.5   -0.625 -5.25  -2.375
  5.5    6.125  3.75 ]"
Libya,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.125
  0.125 -0.25  -0.25   0.375  1.     0.125 -1.625 -0.75   0.75   0.125
  0.75   1.125 -1.625 -1.625  0.25   0.25   1.625  0.875 -1.375 -0.25
  1.625  2.5   -1.    -5.5   -1.75   3.25   1.25  -1.125  1.5    2.25
 -2.25  -3.5   -2.   ]"
Liechtenstein,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.125
  0.125 -0.25  -0.25   0.125  0.125  0.     0.     0.     0.     0.375
  0.375 -0.75  -0.375  3.375  2.25  -6.    -3.75   4.125  2.125 -0.5
 -2.375 -1.75   2.375  0.5   -1.25   1.375  2.125 -0.75  -2.125  0.125
 -0.125 -0.875 -6.25  -6.125 14.    13.625 -7.    -6.625 -0.125 -0.25
  0.125  0.125  0.     0.     0.     0.25   0.25  -0.5   -0.5    0.25
  0.25   0.     0.   ]"
Lithuania,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.125   0.125
  -0.25   -0.25    0.125   0.125   0.      0.      0.      0.      0.
   0.      0.25    0.25   -0.125   0.125   0.125   0.      0.75   -0.125
  -1.25    1.25    4.625   7.375   1.875 -12.375  -6.75    6.375  -0.625
  -2.375   3.25   -0.625  -5.875  -0.125   8.875   3.375  -4.     -3.5
  -7.75   -5.25    6.875   6.625  -4.625  -8.      1.375   3.25    2.625
   3.5    -3.25   -0.125  13.875  16.875  -9.125 -31.75  -18.75    9.25
  22.625  11.75    1.5  ]"
Luxembourg,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.125
   0.125  -0.25   -0.25    0.125   0.125   0.125   0.125  -0.125  -0.125
   0.125   0.375   1.375   2.5     0.625  -3.25   -2.75    7.5    13.
   6.75    6.875   3.5   -16.125 -33.875  -3.5    48.875   6.875 -60.75
  -8.75   41.875 -20.5   -32.625  39.125  33.625 -68.    -74.625  91.125
  95.5   -43.125 -25.125   1.    -10.875   3.625 -16.25  -17.25   14.25
  21.25    9.875  -5.5   -12.5    -3.25   -2.125   3.625  11.75   -4.375
  -8.75    4.      7.75 ]"
MS Zaandam,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.25   0.25  -0.5   -0.5    0.875  0.875 -1.25
 -1.25   0.625  0.625  0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.   ]"
Madagascar,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.375  0.375 -0.75   0.375  2.125
 -1.    -2.75   0.25   0.625  0.75   2.125 -0.125 -2.125 -2.625  0.25
  3.125 -1.5   -1.25   3.    -0.875 -2.625  0.75   2.25   0.75  -2.875
 -1.125  2.125 -0.125  0.625  2.5   -1.5   -3.25   0.25   0.75  -0.75
  0.625  1.625  1.25 ]"
Malawi,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.375  0.375
 -0.625 -0.625  0.25   0.5    0.125 -0.625 -0.25   0.75   0.375 -0.25
 -0.25  -0.625 -0.375  0.25   0.125  0.5    0.5   -0.125  0.375  1.5
  1.25  -0.125 -0.75 ]"
Malaysia,"[  0.75    0.5    -0.625  -1.      0.5     1.     -0.5    -1.      0.125
   0.5     0.375   0.5    -0.25   -1.125   0.125   1.25   -0.25   -1.125
  -0.375   0.625   0.875  -0.375  -0.625   0.375  -0.375  -1.125   1.125
   2.     -0.25   -1.     -0.625  -0.375   0.75    0.875  -0.25   -0.375
   0.5     0.125  -1.      1.375   1.75    0.375   2.125  -4.375  -5.875
   4.375   3.25   -3.5     1.375   9.25   18.625  22.375 -18.25  -44.75
  -7.     15.625   9.5    -0.375   2.125   5.75  -18.25    6.125  21.875
 -36.    -26.875  18.125  12.      1.75    0.75   19.5    15.625 -27.375
 -41.5    -8.5    41.375  18.875 -37.     -7.     46.5    19.75  -37.375
 -27.125  12.75   12.75  -12.375   8.875  33.125  -2.    -15.375  -5.75
  -1.      9.875  13.5  ]"
Maldives,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.5    0.5   -0.75  -0.5    0.25  -0.375  0.
  0.75   0.125 -0.875 -0.5    0.5    0.375  0.     0.     0.    -0.625
 -1.     0.875  2.25   0.375 -1.875 -1.25   1.125  1.25  -0.5   -0.875
 -0.125  0.25   0.125  0.     0.     0.     0.     0.     0.     0.
 -0.25   0.     1.125  0.75  -0.25   1.5    2.375 -1.375 -5.125 -1.625
  5.5    5.5    2.75 ]"
Mali,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.25   0.5    0.625  0.75  -1.25  -2.375  0.75   1.125 -0.625  0.375
 -0.125 -1.    -0.625  0.25   1.875  1.125  1.5    0.125 -3.125  1.125
  1.625 -3.875 -0.375  3.     0.875  1.5   -4.375 -5.75   4.625  3.75
 -3.    -2.625 -1.25 ]"
Malta,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.375  0.375 -0.75  -0.5    0.75   0.    -0.125  1.375
  0.25  -1.25   0.375 -0.375 -1.     2.625  0.75  -2.25   1.125 -0.75
 -3.25   1.25   0.    -1.625  1.75   0.125  0.5    4.125  0.375 -5.375
 -2.375  3.25   2.25   4.5    1.625 -9.875 -2.125  4.5   -6.875 -5.875
  8.375  9.375 -6.25  -8.5    6.25   5.125 -4.375  0.5    1.875 -5.25
 -5.75  -1.5    0.5  ]"
Mauritania,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.125
  0.125 -0.25  -0.25   0.125  0.25   0.125 -0.25  -0.25   0.125  0.125
  0.     0.125  0.125  0.    -0.25  -0.75   0.125  1.125  0.    -0.625
  0.     0.125  0.     0.     0.     0.125  0.125 -0.25  -0.25   0.125
  0.125  0.     0.     0.     0.    -0.5   -0.5    1.     1.    -0.5
 -0.5    0.     0.   ]"
Mauritius,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.375  0.375  0.375  0.5   -0.125  0.5   -0.625
 -2.5    3.125  5.375 -5.375 -8.5    2.75   7.     0.125 -4.    -1.375
  0.75   2.     4.    -0.5   -7.375 -1.875  6.625 -3.    -9.25   3.25
  7.    -0.875 -3.125 -0.75  -5.875 -4.125 15.625 14.25  -6.5   -5.75
  3.125  1.625 -0.5  ]"
Mexico,"[ 0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.25000e-01
  5.00000e-01  2.50000e-01 -8.75000e-01 -1.00000e+00  1.25000e-01
  7.50000e-01  5.00000e-01  0.00000e+00 -2.50000e-01 -1.25000e-01
 -5.00000e-01 -3.75000e-01  1.50000e+00  1.12500e+00  1.25000e-01
  2.37500e+00  5.00000e-01 -1.62500e+00  0.00000e+00 -2.25000e+00
  2.12500e+00  6.87500e+00 -1.75000e+00 -2.62500e+00  1.50000e+00
 -6.62500e+00 -4.50000e+00  1.43750e+01  1.72500e+01 -1.50000e+00
 -1.61250e+01 -1.62500e+01 -3.12500e+00  1.55000e+01 -6.41250e+01
 -8.22500e+01  1.51500e+02  1.64750e+02 -6.53750e+01 -6.97500e+01
  4.75000e+00 -2.07500e+01 -3.48750e+01 -1.31375e+02 -1.21375e+02
  2.53375e+02  2.32750e+02 -1.21625e+02 -4.12500e+01  4.56250e+01
 -9.45000e+01 -7.03750e+01  1.20375e+02  6.40000e+01  7.65000e+01
  3.05750e+02  1.72625e+02 -2.47500e+01]"
Moldova,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.125   0.125
   0.      0.     -0.375   0.      1.375   1.625  -0.875  -3.125  -1.
   2.875   4.625   0.125  -4.875  -1.875   1.25    1.5     2.5     0.
  -2.625   0.625   0.     -0.875   7.375   8.125  -1.5     2.125   6.5
 -15.875 -23.375   4.625  16.      6.     -1.5   -13.75  -19.875  12.625
  34.625 -19.625 -38.625   9.75    9.75    8.25   19.625   0.625  -1.75
  -8.625 -23.375 -22.5  ]"
Monaco,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.125  0.125 -0.25  -0.25   0.125
  0.125  0.     0.     0.     0.     0.     0.     0.125  0.125 -0.25
 -0.25   0.75   0.75  -1.25  -1.25   1.125  1.125  0.375  0.375 -2.25
 -1.25   2.625  0.75  -1.375 -1.375 -0.25   1.25   0.25   0.125  0.5
 -0.75  -0.25   1.    -0.625 -1.375  0.375  1.25   0.625 -1.25  -1.5
  0.5    0.    -0.75   1.125  0.875  0.5    1.125 -0.875 -1.25  -0.5
 -1.875 -1.75  -0.75 ]"
Mongolia,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.125  0.125 -0.25  -0.25   0.125
  0.125  0.     0.5    0.625 -0.875 -1.25   0.75   1.125 -0.875 -1.
  0.5    0.625  0.125 -0.125 -0.125 -0.375 -0.375  0.875  0.875 -0.75
 -0.75   0.25   0.375 -0.125 -0.375  0.375  0.375 -0.375 -0.125  0.25
  1.625  1.25  -3.125 -2.75   1.375  1.125  0.125  0.5    0.125 -0.25
 -0.25  -0.25  -0.25 ]"
Montenegro,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.25   0.25  -0.375  1.     1.375 -1.875 -1.125  2.875
  1.5   -2.625 -1.    -0.5   -4.    -0.125  5.875  4.    -1.    -0.625
  1.125 -3.625 -5.625 -0.75   0.5    0.375  1.875  1.5    1.625  0.125
 -6.75  -5.875 11.    12.25  -6.25  -7.5   -2.875 -4.625  4.25   8.5
  1.25  -1.     0.25 ]"
Morocco,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.125   0.125  -0.25   -0.125   0.25   -0.125  -0.25    0.125
   0.125   0.25    0.375  -0.375   0.5     2.625  -0.625  -4.      0.625
   3.5     0.125  -1.375   0.      1.375   1.      1.75    3.75   -0.875
  -4.125   0.875   2.375  -5.25  -12.     -3.625  10.75   15.75    8.375
 -10.125 -19.     -5.375  13.      5.875 -11.      0.625   9.125   2.375
   7.75   18.5    19.75  -26.125 -60.875   2.25   35.75    2.375  -5.375
 -22.625 -33.25  -22.75 ]"
Mozambique,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.125  0.125  0.
  0.25   0.125 -0.625 -0.625  0.125  0.25   0.     0.375  0.375 -0.5
 -0.625  0.125  0.5    0.25   0.75   0.75  -1.5   -1.5    0.5    0.5
  0.875  1.    -1.25  -1.25   0.375 -0.375 -0.125  0.875  0.5    0.625
  0.5   -0.25  -0.5  ]"
Namibia,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.25
  0.25  -0.5   -0.5    0.25   0.375  0.125 -0.25  -0.25   0.25   0.375
 -0.125 -0.375  0.     0.     0.25   0.5   -0.625 -0.375  0.625 -0.5
 -0.5    0.875  0.5   -0.625 -0.5    0.25   0.25   0.     0.     0.
  0.     0.    -0.125 -0.125  0.     0.     0.375  0.375 -0.25  -0.375
 -0.25  -0.125  0.   ]"
Nepal,"[ 0.25   0.125 -0.25  -0.25   0.125  0.125  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.    -0.125 -0.125
  0.25   0.25  -0.125 -0.125  0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.125  0.125
 -0.125 -0.125  0.     0.125  0.    -0.375 -0.125  0.25   0.25   0.125
  0.125  0.125 -0.625 -0.625  0.375  0.375  0.     0.     0.375  0.625
 -0.25  -1.    -0.75   1.75   2.625 -3.125 -4.125  3.375  3.75  -3.25
 -3.     1.875  3.25 ]"
Netherlands,"[ 0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  1.25000e-01  1.25000e-01
  3.75000e-01  8.75000e-01  3.75000e-01 -3.75000e-01  1.25000e-01
  4.87500e+00  7.62500e+00  3.75000e-01 -2.87500e+00 -2.62500e+00
 -8.12500e+00  2.87500e+00  2.87500e+00  8.62500e+00  4.07500e+01
 -1.20000e+01 -4.22500e+01  2.60000e+01  2.17500e+01 -7.25000e+00
  1.52500e+01  2.73750e+01 -5.37500e+00 -5.71250e+01 -1.51250e+01
  6.85000e+01  4.22500e+01  7.50000e-01 -5.37500e+00 -8.67500e+01
 -1.29875e+02 -1.70000e+01  8.20000e+01  8.57500e+01  2.65000e+01
 -6.68750e+01 -2.55000e+01  6.92500e+01 -6.17500e+01 -1.23375e+02
  1.17375e+02  1.93750e+02  2.87500e+00 -1.18875e+02 -1.20250e+02
 -7.66250e+01 -2.75000e+01  5.38750e+01  1.68875e+02  1.10125e+02
 -8.26250e+01 -1.37375e+02 -6.38750e+01  1.50000e+01  3.87500e+01
  5.92500e+01  7.66250e+01  6.57500e+01]"
New Zealand,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.125   0.125
  -0.25   -0.25    0.125   0.375   0.25   -0.375  -0.25    0.125  -0.25
  -0.125   0.25    0.125   0.      0.125   0.375   0.     -0.25    1.125
   1.375  -0.375  -0.5     4.625   2.25   -8.25    0.625  11.75    4.5
  -5.    -11.125  -6.625   1.375  -0.5     3.5     8.25   -3.875  -7.875
   0.375  -7.5   -12.25    6.125  11.5    -0.625  -2.125  -1.875  -4.875
  -1.     11.5    17.875   1.25  -11.25   -5.125   0.25    6.125   0.625
 -12.25   -7.875  -0.75 ]"
Nicaragua,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.125  0.125 -0.125 -0.125 -0.125 -0.125
  0.125  0.125 -0.125  0.125  0.5   -0.25  -0.5    0.25   0.    -0.25
  0.125  0.25   0.125 -0.25  -0.25   0.25   0.25  -0.125 -0.5   -0.5
  0.625  0.875 -0.25  -0.375 -0.375 -0.25   0.875  0.375 -0.75   0.
  0.375 -0.125 -0.25 ]"
Niger,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.125   0.125  -0.125   0.      0.      0.      0.625  -0.125
  -1.375   0.625   2.625  -0.75    1.875   7.875  -3.625 -11.     -0.125
   8.      4.25   -4.125   0.5    -1.     -9.5    -3.     -4.875  -0.625
  14.      2.75   -6.75    2.875   1.5    -4.5    -0.75   -5.625 -13.125
   2.5    16.5    15.5  ]"
Nigeria,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.125   0.125
  -0.25   -0.25    0.125   0.125   0.      0.      0.      0.      0.125
   0.125  -0.25   -0.25    0.125   0.125   0.      0.      0.125   0.625
   0.25   -0.75    0.875   1.75   -1.     -2.125  -0.875   1.5     1.5
  -0.75    2.      1.375  -5.75   -0.875   5.25   -3.75   -4.125   2.375
   0.5     0.25    3.125   2.375  -3.625  -4.25   -1.5     1.75    9.125
   3.125  -8.5     0.5    10.875   5.5    -6.    -21.125   9.625  47.375
  -9.75  -56.875 -48.25 ]"
North Macedonia,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.125   0.125  -0.25   -0.25
   0.125   0.125   0.      0.      0.      0.25    0.25   -0.5    -0.5
   0.75    0.75   -1.     -0.25    1.25   -1.     -1.      2.25    1.875
  -0.25    0.25    0.625   0.     -0.375  -3.75   -2.625   4.125   1.125
  -3.625  -0.375   0.5     3.      4.375  -3.875  -2.      6.5     4.
  -7.625 -16.375  -2.     13.875  10.5     1.5    -2.375  -4.75  -15.
  -3.25   25.125   8.375 -25.5   -11.125   8.     -2.875  -3.125  11.125
  14.75    6.25    0.5  ]"
Norway,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.125   0.125   0.375   1.5
   0.5    -2.125  -1.      3.125   5.25    0.     -4.625  -0.625  -1.
  17.375  42.375  -9.5   -41.375   0.5   -22.625 -28.125  24.5    14.125
   2.125  22.25    7.     -5.125   4.375 -13.875 -21.75    4.875  32.25
  12.    -44.5   -44.     -5.125  26.125  40.5     9.875 -28.    -29.5
  -0.625  30.5    -1.875 -43.875  15.625  44.5    -5.    -11.125 -11.125
  -6.25   35.25   15.375 -38.125 -14.25   13.375   1.     12.25   17.875
 -17.125 -34.25  -27.   ]"
