Country/Region,0
Paraguay,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.5 0.  2.  2.  0.5 0.5 0.  1.
 1.5 1.5 1.  1.  3.  4.  2.  2.  6.5 6.5 7.  7.  3.5 4.  3.  2.5 5.5 9.
 4.5 3.  7.5 3.  1.5 3.  2. ]"
Peru,"[ 0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  5.000e-01  5.000e-01  2.500e+00  3.000e+00  2.500e+00
  2.000e+00  2.000e+00  8.500e+00  1.150e+01  7.500e+00  2.400e+01
  3.650e+01  2.900e+01  5.850e+01  4.300e+01  3.950e+01  6.350e+01
  3.850e+01  2.550e+01  4.050e+01  7.450e+01  6.900e+01  4.100e+01
  1.050e+02  1.170e+02 -8.850e+01  9.000e+00  9.050e+01  5.300e+01
 -3.150e+01  1.060e+02  3.565e+02  1.685e+02  7.080e+02  1.067e+03
  7.920e+02]"
Philippines,"[  0.    0.    0.    0.    0.    0.    0.    0.5   0.5   0.    0.    0.
   0.    0.    0.    0.5   0.5   0.    0.    0.   -0.5  -0.5   0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    1.    1.5   2.5   7.   11.
  14.    9.    5.5  26.5  35.   13.5  21.5  25.   11.   13.   41.5  67.
  68.5  79.5  80.   68.5  73.  169.  293.5 227.  321.  369.5 264.  332.5
 209.  100.  265.5 236.5  84.  123.  157. ]"
Poland,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.5   0.5   2.    2.    3.    5.5   5.5
   7.5  13.   17.5  26.   25.   30.   52.   36.5  64.5  93.   90.5 103.5
 105.  132.  145.  154.  168.  207.5 233.5 202.  219.  223.5 281.  396.
 299.5 309.  356.  327.  340.  294.5 293. ]"
Portugal,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    1.    1.    1.5   3.    4.    6.    8.5   5.    5.5
  14.5   9.   26.   54.   66.   80.5 100.5  57.5 167.5 283.  242.  286.
 384.5 363.  449.  567.  609.5 793.  825.5 599.  720.  898.  758.5 775.5
 713.  668.  548.  502.5 643.  714.5 777. ]"
Qatar,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.5   1.5   1.    2.    2.5   0.5   0.    0.    3.5   5.    4.5
 122.  119.   29.   35.5  38.5  51.   19.    6.5  10.5   6.   -1.    0.5
   7.   12.   14.   10.5  11.5  19.   33.   48.5  66.   60.5  78.5 108.5
 169.5 249.  242.  212.  164.5 131.5 138. ]"
Romania,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.5   0.5
   1.    1.    0.    0.    0.    0.    1.    2.5   0.5   2.    3.    5.
  13.5  10.5  21.5  35.5  20.   17.5  23.   46.   42.   21.   31.5  41.5
  95.  169.  149.  104.  174.  182.  207.5 279.5 188.5 140.5 206.5 325.5
 391.  286.  168.5 210.5 269.  273.5 294. ]"
Russia,"[ 0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  1.0000e+00  1.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  5.0000e-01  5.0000e-01  0.0000e+00
  5.0000e-01  5.0000e+00  4.5000e+00  1.5000e+00  1.5000e+00  1.5000e+00
  1.5000e+00  4.0000e+00  1.2500e+01  1.3000e+01  6.5000e+00  1.5500e+01
  2.5500e+01  2.8500e+01  4.1500e+01  5.2000e+01  5.2000e+01  5.3500e+01
  6.4000e+01  6.1000e+01  1.0250e+02  1.6350e+02  1.8050e+02  2.0600e+02
  2.3750e+02  2.7500e+02  3.6850e+02  4.0100e+02  5.4200e+02  6.3550e+02
  5.3600e+02  5.7750e+02  7.6750e+02  9.7800e+02  1.0695e+03  1.2060e+03
  1.3280e+03]"
Rwanda,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.5  2.   3.   1.5
  0.5  4.5  4.5  1.   9.5 10.5  2.5  5.   6.5  5.   8.   5.   2.5  6.
  4.5  3.5  9.   5.5 -0.5 -1.   1.   2.5  0. ]"
Saint Kitts and Nevis,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  2.5 3.  0.5 0.5 0.5
 0.  0.5 0.5 0.5 0.5 0.  0. ]"
Saint Lucia,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  1.   0.5  0.   0.
  0.   0.   0.   0.   0.5  0.5  0.   0.  -0.5 -0.5  3.   3.   2.   2.
  0.   0.   0.5  0.5  0.   0.   0.   0.   0. ]"
Saint Vincent and the Grenadines,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.5  0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.5 -0.5  0.   0.   0.
  0.5  1.   2.5  2.   0.   0.5  0.5  2.   4. ]"
San Marino,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.5  0.5  0.   0.   3.5  4.   3.5
  5.5  2.5  1.   7.5  6.5  7.  12.5  8.5  7.5  2.5  8.5 13.5  3.   3.
  3.  11.   8.  12.5 21.5  5.5 10.  10.5  7.5  6.5 -1.  -2.   0.5  2.5
 -1.5 -1.5  3.   2.5 -0.5  3.   3.  22.5 45. ]"
Sao Tome and Principe,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 2. 2. 0. 0. 0.]"
Saudi Arabia,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.5   0.5   0.    2.    2.    0.    3.    5.    4.
   2.5  12.5  32.5  29.    8.5   7.   31.5  24.5  51.5  85.5  54.   79.5
  85.  121.5 161.5 119.   98.5  93.   79.5  84.   81.5  55.   74.  111.5
  97.  108.5 143.  129.5 122.  219.  317. ]"
Senegal,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  1.   1.5
  1.   0.   0.  -0.5 -0.5  0.   0.   0.   3.   3.   7.   6.5  0.5  3.5
  2.5  3.5  6.5 13.  16.   8.   8.   9.   9.   8.   3.5 11.5 10.   4.5
  2.  -2.   3.  -1.  -6.5 -4.  -1.5 -2.5 -4. ]"
Serbia,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.5   0.5   0.    0.    2.
   5.5   7.   11.5  13.5   6.5   4.    8.   14.   19.   25.5  33.5  43.
  38.   33.   60.   49.   45.5 133.  136.   60.   78.  131.5 128.  202.5
 220.  210.  281.  264.5 229.5 207.5 200. ]"
Seychelles,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.5
 1.  0.5 1.  1.5 0.5 0.  0.  0.  0.  0.  0.  0.5 0.5 0.  1.  1.  0.  0.
 0.  0.  0.5 0.5 0.  0.  0. ]"
Sierra Leone,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 1.  0.5 0.
 1.  2.  1.  0.  0.5 0.5 0. ]"
Singapore,"[  1.    1.5   1.    0.5   1.    1.5   1.    1.5   3.    3.    2.5   1.
   3.    5.    2.    1.    1.5   4.    6.    0.   -4.    2.5   7.5   5.5
   3.5  -0.5  -2.5  -1.5  -1.   -1.   -1.   -5.   -5.    0.   -3.5  -3.5
   0.   -0.5   1.5   0.   -1.    1.    3.5  10.   10.5  10.    6.    5.
   5.    0.   10.5  12.5   9.   13.5  15.5  32.5  39.5  31.   29.5  24.
  36.5  45.5  53.   54.5  39.   46.5  41.   23.   27.   52.   48.   37.5
  53.5  78.   69.5  57.5  93.  173.  233. ]"
Slovakia,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.5  0.5  1.   1.   2.   3.5  4.5 11.  14.  11.   9.5  9.  20.5
 25.  16.  27.5 21.   1.   9.5 15.  13.5 29.  33.  22.5 19.5 24.  33.5
 30.  21.5 20.  17.5 32.  46.  70.  55.  12. ]"
Slovenia,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   3.5  2.5  4.5  4.5  7.5 20.5 29.  42.  45.5 38.5 36.  28.  11.
  5.5 33.  48.5 36.  28.5 32.  37.  35.  50.  59.5 48.  35.  34.  40.5
 16.5 14.  33.  23.   6.5 15.5 21.  16.  22. ]"
Somalia,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5
 0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.5 1.  0.5 0.  0.  0.5 0.5 0.  1.
 1.  0.  0.  0.5 2.  1.5 0. ]"
South Africa,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.5   0.5   0.    1.    1.    2.
   5.    5.    5.5  10.5  13.5  12.    5.5  27.   44.   43.   45.   36.
  81.  138.  147.5 182.5 220.5 120.   54.5  68.5  35.   16.5  45.   38.
  37.   74.   49.   46.   76.5  90.   89. ]"
South Sudan,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.5 0.5 0.5 0.5 0.5 1. ]"
Spain,"[ 0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  5.0000e-01  5.0000e-01  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  5.0000e-01
  5.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00 -1.0000e+00
 -1.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  2.0000e+00  5.5000e+00  4.5000e+00
  9.5000e+00  1.5000e+01  2.6000e+01  3.7500e+01  4.0000e+01  5.0000e+01
  4.6000e+01  8.7500e+01  1.0300e+02  1.1650e+02  2.7650e+02  5.0100e+02
  5.1350e+02  2.0550e+02  1.4330e+03  1.8200e+03  1.0430e+03  1.6955e+03
  1.5975e+03  1.5680e+03  2.9195e+03  2.7865e+03  2.9240e+03  3.3210e+03
  4.1880e+03  4.4310e+03  5.1255e+03  6.5615e+03  5.3615e+03  4.2810e+03
  3.6870e+03  4.2460e+03  4.8010e+03  4.3120e+03  3.3870e+03  2.7020e+03
  2.5140e+03  1.7185e+03  1.4475e+03  1.8820e+03  1.2550e+03  4.6050e+02
  2.0300e+02]"
Sri Lanka,"[ 0.   0.   0.   0.   0.5  0.5  0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.  -0.5 -0.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.5  0.5  2.   4.   6.   9.  13.  11.5
  7.  10.   9.5  4.5  9.  10.5  2.5 -0.5  0.   2.   3.   1.   9.5  8.5
  1.   4.5  4.   3.5  0.5 -0.5  1.5 -1.5 -4. ]"
Sudan,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5
  0.5  0.   0.   0.   0.   0.5  0.5  0.   0.   1.   1.5  0.  -0.5 -0.5
  0.   1.5  1.   1.   1.   1.   1.   0.5  1. ]"
Suriname,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.5  0.   0.   0.
  0.   1.5  1.5  0.5  0.5  1.   1.5  0.5  0.   0.   0.   0.   0.5  1.
  0.5 -0.5 -0.5  0.   0.   0.  -1.5 -2.  -1. ]"
Sweden,"[0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 5.000e-01 5.000e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.000e-01
 3.000e+00 2.500e+00 2.500e+00 3.500e+00 1.500e+00 3.500e+00 1.000e+01
 3.650e+01 3.300e+01 3.350e+01 5.100e+01 4.300e+01 7.550e+01 1.255e+02
 1.215e+02 1.570e+02 1.805e+02 1.030e+02 6.900e+01 8.200e+01 8.600e+01
 1.150e+02 1.695e+02 1.575e+02 1.450e+02 1.390e+02 1.685e+02 2.215e+02
 2.565e+02 2.500e+02 2.895e+02 3.130e+02 2.700e+02 3.325e+02 3.695e+02
 4.590e+02 4.815e+02 3.540e+02 3.280e+02 3.295e+02 3.365e+02 5.015e+02
 6.230e+02 6.160e+02]"
Switzerland,"[ 0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  5.0000e-01  5.0000e-01  3.5000e+00
  3.5000e+00  5.0000e+00  9.5000e+00  1.2000e+01  1.3500e+01  2.2500e+01
  2.8000e+01  6.1500e+01  7.7000e+01  6.1000e+01  5.2500e+01  7.6500e+01
  1.3750e+02  7.9500e+01  2.4000e+02  3.4900e+02  5.2900e+02  4.2000e+02
  2.4350e+02  4.0150e+02  6.7500e+02  1.1200e+03  1.2330e+03  1.0100e+03
  1.0295e+03  1.1895e+03  1.0345e+03  9.3250e+02  2.7700e+02  3.9650e+02
  8.8350e+02  7.2900e+02  7.0750e+02  2.8650e+02 -3.5500e+01 -7.2000e+01
 -4.2700e+02 -9.9500e+01 -2.9400e+02 -6.2100e+02 -1.2550e+02 -1.1250e+02
 -8.2000e+01]"
Syria,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.5  0.5  0.   2.   2.   0.   0.   1.5  1.5  0.   0.
  3.   3.  -1.   0.5  1.5 -0.5 -1.  -0.5  0. ]"
Taiwan*,"[ 0.   1.   1.   0.5  1.   2.   1.5  0.5  1.   0.5  0.   0.   0.5  0.5
  2.   2.   0.5  1.   0.5  0.   0.   0.  -0.5 -0.5  0.5  1.5  1.   0.5
  1.   1.5  1.   1.   0.5  0.   1.   0.5  0.5  1.5  1.5 -0.5 -0.5  0.5
  1.   1.5  0.5 -0.5 -1.5 -1.   0.5 -0.5 -0.5  2.   4.5  7.   8.  15.5
 13.5 15.  21.  16.  21.  22.5 19.5 18.5 16.  15.  15.   5.5  6.  11.5
  5.5  4.   5.5  7.5  5.5  3.   1.  -3.  -5. ]"
Tanzania,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.5  1.
  2.5  1.5  0.   3.   3.   0.   0.   0.5  0.   0.   0.5  2.5  2.   0.
  0.  -1.  -0.5  1.   2.   0.  -0.5  0.5  0. ]"
Thailand,"[  1.    1.5   2.    0.5  -0.5   1.5   1.5   0.    2.5   2.5   0.    0.
   3.    3.    0.    0.    1.    1.    0.    0.5   0.5  -1.   -1.    0.
  -0.5  -0.5   0.    0.    0.   -1.   -1.   -2.   -2.    0.5   2.    1.5
  -2.5  -2.    0.   -1.5  -1.    0.    2.    2.5   1.5   1.    0.    0.5
   3.    8.    7.5   5.5  19.5  32.5  28.5  29.   47.   55.   69.5 137.5
 154.  108.5  92.   91.   87.   94.5 125.   72.    7.5 -16.   28.   46.5
   9.    3.   14.   -5.   25.   54.    0. ]"
Timor-Leste,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.5 0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0. ]"
Togo,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.5  0.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   3.5  7.   3.5  1.   2.   2.5  1.5  0.5  0.5  0.   2.5  0.  -2.
 -1.5 -2.   0.5  0.5  5.5  9.   6.   3.5  2. ]"
Trinidad and Tobago,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.   1.   1.5  1.5
  2.   1.  19.5 20.   1.   4.   4.5  3.5  2.   3.   5.5  4.   4.5  3.
  2.5  3.5  4.   2.5  0.   1.   1.   1.   2. ]"
Tunisia,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5
  0.5  0.   0.   0.5  0.5  1.5  2.5  1.   4.5  5.5  1.   1.   3.   4.5
  7.  12.  10.5  9.  13.  19.  40.5 40.  26.5 39.5 41.5 16.5 39.5 52.5
 27.5 33.  47.  37.5 19.5 14.   5.   9.  14. ]"
Turkey,"[0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 5.0000e-01 5.0000e-01 2.0000e+00 2.0000e+00 5.0000e-01 6.5000e+00
 2.0000e+01 3.9500e+01 7.1500e+01 1.2900e+02 2.3600e+02 4.2550e+02
 4.1550e+02 3.1100e+02 4.2800e+02 8.5000e+02 1.6080e+03 1.8480e+03
 1.7085e+03 1.6365e+03 2.0465e+03 2.2860e+03 2.1450e+03 2.4715e+03
 2.6415e+03 2.7205e+03 2.7975e+03 3.1745e+03 3.6630e+03 3.7150e+03
 3.6640e+03]"
US,"[ 0.00000e+00  5.00000e-01  5.00000e-01  1.50000e+00  1.50000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00  1.50000e+00
  5.00000e-01  1.50000e+00  1.50000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00 -1.50000e+00 -1.50000e+00  5.00000e-01
  5.00000e-01  5.00000e-01  5.00000e-01  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  1.80000e+01  1.75000e+01  2.50000e+00
  3.50000e+00  1.00000e+00  4.00000e+00  6.50000e+00  1.25000e+01
  1.90000e+01  2.30000e+01  4.70000e+01  5.50000e+01  9.00000e+01
  1.24500e+02  8.80000e+01  2.16500e+02  3.41500e+02  3.44000e+02
  4.41500e+02  5.25000e+02  6.52000e+02  9.34500e+02  1.43600e+03
  1.51500e+03  3.56500e+03  5.66100e+03  5.84550e+03  6.89950e+03
  8.99750e+03  1.00025e+04  1.06815e+04  1.46300e+04  1.73660e+04
  1.82105e+04  1.82850e+04  1.74210e+04  2.07490e+04  2.34660e+04
  2.57800e+04  2.93255e+04  2.84795e+04  2.56065e+04  2.52545e+04
  2.58665e+04  2.72475e+04  2.89055e+04  2.87510e+04]"
Uganda,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.5 0.5 4.  4.  2.5 2.5 4.5 8.  5.  1.5 5.5 5.5 0.5 2.
 1.5 2.  2.  0.  0.5 0.5 0. ]"
